input_text_bio,bio_tags
How do I commute from national stadum station to ratchadumri BTS stop using BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O O
Can I go from stadium bts station to BTS suerasak without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak I-Surasak O O O
How many stations are between suam station and saphantaksin BTS ?,O O O O O B-Siam I-Siam O B-Saphan_Taksin I-Saphan_Taksin O
Can I go from surasek station to sailadaeng without switching ?,O O O O B-Surasak I-Surasak O B-Sala_Daeng O O O
What is the BTS route from Skytrain st. louis to sapan taksin BTS ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which interchange connects suaphantaksin to syam BTS ?,O O O B-Saphan_Taksin O B-Siam I-Siam O
Do I need to change lines from BTS nationarstadium to SIAM station ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Siam I-Siam O
How many stops between BTS national stadiam and saint louiz BTS stop ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
How many minutes between saintrouis and Skytrain suraak by BTS ?,O O O O B-Saint_Louis O B-Surasak I-Surasak O O O
Do I need to change lines from Skytrain siamm to ratchadumri BTS ?,O O O O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O
Which station do I change at when going from sports stadium station to surasek ?,O O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak O
How many minutes between chong nonsy and Skytrain SAPHAN TAKSIN by BTS ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which line should I take from Skytrain chong nonsii to reach sayam station ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O B-Siam I-Siam O
What is the BTS route from BTS chong nonsii to Skytrain surqsak ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O
Which station do I change at when going from Skytrain siyam to chong nonsri ?,O O O O O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi O
What is the fastest way to get from BTS sayam to Skytrain national stadum by Skytrain ?,O O O O O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Is there a transfer between chong nonsri and saphantaksin BTS ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin O
Is there a transfer between sala daeng and sulasak BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-Surasak I-Surasak O
Is it possible to travel from cuong nonsi station to Skytrain sintl ouis without transfer ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How do I commute from Skytrain ratchaodamri to st louie using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O O O
Is there a direct BTS line connecting taksin bridge BTS stop and st louis station ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
What is the fastest way to get from the national stadium BTS to sapan taksin BTS stop by Skytrain ?,O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Do I need to change lines from syam station to CHONG NONSI ?,O O O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi O
Is there a direct BTS line connecting the national stadium BTS and Skytrain salz daeng ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How do I commute from BTS SALA DAENG to Skytrain saphan taxin using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
What is the fastest way to get from suracak to saphiantaksin BTS by Skytrain ?,O O O O O O O O B-Surasak O B-Saphan_Taksin I-Saphan_Taksin O O O
Can I ride BTS from BTS st louis to BTS ntl stadium directly ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium O O
Which line should I take from siamm to reach Skytrain chong nosi ?,O O O O O O B-Siam O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Do I need to change lines from ratchadamree BTS stop to st luis ?,O O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O
How many stations are between natinalstadium BTS and st louie station ?,O O O O O B-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How many stops between national stadiam BTS stop and BTS saian tlouis ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How many stations are between ratchuadamri and Skytrain NATIONAL STADIUM ?,O O O O O B-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O
Does saitl ouis station connect to Skytrain sanam keela ?,O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-National_Stadium I-National_Stadium I-National_Stadium O
How many stations are between BTS sapantaksin and suracak BTS stop ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak I-Surasak O
Does ntl stadium connect to roatchadamri ?,O B-National_Stadium I-National_Stadium O O B-Ratchadamri O
Is it possible to travel from SURASAK BTS to saphiantaksin BTS stop without transfer ?,O O O O O O B-Surasak I-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Does nat stadium BTS stop connect to chong nonsri BTS stop ?,O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How many stops between chongnonsee station and BTS saladaeg ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng O
Which interchange connects shong nonsi to national stadum ?,O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium O
Do I need to change lines from chongnonsee BTS to safant aksin ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saphan_Taksin I-Saphan_Taksin O
How many stops between SAINT LOUIS station and rajadamri BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O
Which interchange connects chong non si station to Skytrain SIAM ?,O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Siam I-Siam O
Which station do I change at when going from surasaak station to RATCHADAMRI station ?,O O O O O O O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
How many minutes between shongnonsi BTS stop and Skytrain sala dange by BTS ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
Which station do I change at when going from BTS saphantaksin to siaom BTS stop ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam I-Siam O
What is the BTS route from salah daeng to BTS chong nonsie ?,O O O O O O B-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
What is the fastest way to get from rautchadamri to siaam station by Skytrain ?,O O O O O O O O B-Ratchadamri O B-Siam I-Siam O O O
Which station do I change at when going from NATIONAL STADIUM to BTS saintlouis ?,O O O O O O O O O B-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis O
Which interchange connects syrasak station to datchadamri BTS ?,O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
Do I need to change lines from siaem BTS to Skytrain chong nonsii ?,O O O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Can I ride BTS from BTS surasak to Skytrain stadium bts directly ?,O O O O O B-Surasak I-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium O O
Is there a direct BTS line connecting the national stadium station and BTS shongnonsi ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi O
Which station do I change at when going from BTS surasack to national stadoium ?,O O O O O O O O O B-Surasak I-Surasak O B-National_Stadium I-National_Stadium O
Does natjonal stadium BTS stop connect to ratchdamri BTS stop ?,O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
Is there a direct BTS line connecting Skytrain saphan taksine and BTS saint louiz ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a transfer between eaphantaksin BTS and ntl stadium BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
How do I commute from stadium bts BTS stop to saphan taksin using BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin O O O
Do I need to change lines from NATIONAL STADIUM to chongnonsi BTS stop ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Can I ride BTS from ratchadamree BTS stop to BTS saintluis directly ?,O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O O
Which line should I take from BTS siurasak to reach BTS chong non si ?,O O O O O O B-Surasak I-Surasak O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Is there a direct BTS line connecting Skytrain saladaeng and skam BTS stop ?,O O O O O O O B-Sala_Daeng I-Sala_Daeng O B-Siam I-Siam I-Siam O
Is it possible to travel from salah daeng BTS stop to rachadamri station without transfer ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O O O
Which station do I change at when going from nationalstadim to surqsak ?,O O O O O O O O O B-National_Stadium O B-Surasak O
Is it possible to travel from st louis to ratjadamri station without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O O O
What is the BTS route from Skytrain saintlouiz to sapan taksin BTS ?,O O O O O O B-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many minutes between Skytrain st. lewis and sports stadium BTS by BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium O O O
How many stations are between Skytrain sala deng and Skytrain sapan taksin ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Can I ride BTS from saradaeng station to Skytrain sports stadium directly ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O O
Which station do I change at when going from national sport stadium BTS stop to saphan takzin BTS ?,O O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How do I commute from BTS saphajtaksin to ratchadamri BTS stop using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O O
How do I commute from saphan takshin station to siam using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam O O O
Which interchange connects surasek station to SIAM BTS ?,O O O B-Surasak I-Surasak O B-Siam I-Siam O
Is there a direct BTS line connecting siuam and BTS saphantaksin ?,O O O O O O O B-Siam O B-Saphan_Taksin I-Saphan_Taksin O
Can I ride BTS from sainlouis BTS to sala daeng BTS directly ?,O O O O O B-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O
How many minutes between BTS ratchadaamri and surasak BTS stop by BTS ?,O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak I-Surasak O O O
Can I ride BTS from saphan taksine to Skytrain stadium bts directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O O
How many minutes between NATIONAL STADIUM BTS stop and ratjadamri BTS by BTS ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O O O
Do I need to change lines from NATIONAL STADIUM station to sphant aksin BTS ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is there a transfer between rachadumri BTS stop and Skytrain sjam ?,O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Siam I-Siam O
Is there a transfer between BTS stadium national and roatchadamri station ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O
How many stations are between BTS rachadamri and saladang BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng O
How do I commute from Skytrain SIAM to BTS ratshadamri using BTS ?,O O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O O O
What is the fastest way to get from suiam BTS to ratchadamree by Skytrain ?,O O O O O O O O B-Siam I-Siam O B-Ratchadamri O O O
Do I need to change lines from saintrouis BTS to suracak BTS ?,O O O O O O O B-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O
Which interchange connects stadium national to saphan takzin BTS ?,O O O B-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is there a transfer between nationalsteadium and Skytrain surasak ?,O O O O O B-National_Stadium O B-Surasak I-Surasak O
Do I need to change lines from surasek to rautchadamri BTS ?,O O O O O O O B-Surasak O B-Ratchadamri I-Ratchadamri O
How many minutes between surasek station and chong nonsii BTS by BTS ?,O O O O B-Surasak I-Surasak O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Do I need to change lines from saphan takzin BTS to Skytrain national sport stadium ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Which station do I change at when going from szphan taksin BTS to Skytrain swintlouis ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis O
Which station do I change at when going from saphantaksiin station to rajadamri BTS ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O
Can I ride BTS from BTS ratchadamri to st. louis directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O O
Is it possible to travel from shrasak BTS stop to Skytrain CHONG NONSI without transfer ?,O O O O O O B-Surasak I-Surasak I-Surasak O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Which interchange connects Skytrain chong nonsi to ratshadamri BTS stop ?,O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
Is there a direct BTS line connecting BTS sayam and saint louiz BTS stop ?,O O O O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which line should I take from santl ouis BTS stop to reach Skytrain saphan taksin ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is there a direct BTS line connecting saphan taxin and SURASAK BTS stop ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak I-Surasak O
Can I ride BTS from Skytrain NATIONAL STADIUM to st louis BTS stop directly ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O
Does ratchadamli station connect to sanam keela ?,O B-Ratchadamri I-Ratchadamri O O B-National_Stadium I-National_Stadium O
Is there a direct BTS line connecting the national stadium BTS and saintlouis ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis O
Which interchange connects ratchadamli BTS stop to the national stadium BTS stop ?,O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between sladaeng BTS stop and Skytrain saphan taksin ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Does saphan otaksin BTS connect to chongnonwi station ?,O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Chong_Nonsi I-Chong_Nonsi O
What is the fastest way to get from taksin bridge station to BTS NATIONAL STADIUM by Skytrain ?,O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O O O
What is the fastest way to get from BTS chong nonsri to ratjadamri by Skytrain ?,O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri O O O
Does BTS siyam connect to NATIONAL STADIUM station ?,O B-Siam I-Siam O O B-National_Stadium I-National_Stadium I-National_Stadium O
Is it possible to travel from BTS surassak to st louie station without transfer ?,O O O O O O B-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How many stations are between BTS ratchuadamri and nationar stadium BTS stop ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How many stops between saphan taksen station and Skytrain sala dange ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which interchange connects siak station to Skytrain chong nonsi ?,O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Does Skytrain stadium bts connect to saian tlouis ?,O B-National_Stadium I-National_Stadium I-National_Stadium O O B-Saint_Louis I-Saint_Louis O
Is there a direct BTS line connecting Skytrain chong nonsy and ratcahadamri BTS ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri I-Ratchadamri O
Is it possible to travel from CHONG NONSI BTS stop to surasak BTS without transfer ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O O O
How many minutes between saladang and SURASAK BTS stop by BTS ?,O O O O B-Sala_Daeng O B-Surasak I-Surasak I-Surasak O O O
Is there a transfer between chong nonsie BTS stop and siamm ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Siam O
What is the BTS route from Skytrain chong nonusi to Skytrain saint louiz ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Can I ride BTS from ratchadamli BTS stop to chong nonsie BTS directly ?,O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O
Does rachadumri connect to surasack BTS stop ?,O B-Ratchadamri O O B-Surasak I-Surasak I-Surasak O
What is the fastest way to get from Skytrain rajadamri to suradak BTS stop by Skytrain ?,O O O O O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak I-Surasak O O O
What is the BTS route from Skytrain ratchadumri to st. louis BTS ?,O O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a transfer between Skytrain surassak and BTS SALA DAENG ?,O O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is it possible to travel from suracak to Skytrain saphanaksin without transfer ?,O O O O O O B-Surasak O B-Saphan_Taksin I-Saphan_Taksin O O O
What is the BTS route from rathadamri to siamm station ?,O O O O O O B-Ratchadamri O B-Siam I-Siam O
Does national sport stadium BTS connect to chong nonsii station ?,O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
What is the BTS route from NATIONAL STADIUM BTS to suasak BTS stop ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak I-Surasak I-Surasak O
Do I need to change lines from sapan taksin BTS stop to ratchadumri BTS ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O
Is there a direct BTS line connecting saint louiz BTS stop and national studiam BTS ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between st louie station and saladaejg ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng O
How do I commute from sakadaeng to surassak station using BTS ?,O O O O O B-Sala_Daeng O B-Surasak I-Surasak O O O
Is there a transfer between saradaeng BTS stop and national sport stadium ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O
How many stops between Skytrain st. louis and national sport stadium BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How many minutes between saintlouiz and Skytrain saphan takshin by BTS ?,O O O O B-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Can I go from SIAM BTS stop to ratchadari BTS without switching ?,O O O O B-Siam I-Siam I-Siam O B-Ratchadamri I-Ratchadamri O O O
Which interchange connects BTS chongnonsi to Skytrain surqsak ?,O O O B-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O
How many stops between saphajtaksin station and ratechadamri ?,O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri O
Do I need to change lines from Skytrain ratjadamri to sara daeng BTS stop ?,O O O O O O O B-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which line should I take from siaam BTS to reach BTS saladang ?,O O O O O O B-Siam I-Siam O O B-Sala_Daeng I-Sala_Daeng O
Does saphajtaksin BTS connect to BTS ratchdamri ?,O B-Saphan_Taksin I-Saphan_Taksin O O B-Ratchadamri I-Ratchadamri O
How many stops between SURASAK BTS stop and BTS sala dange ?,O O O O B-Surasak I-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
What is the BTS route from BTS saphan taksen to nat stadium BTS ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O
Can I go from Skytrain ratchuadamri to BTS national stadiam without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O O O
How do I commute from saldaeng BTS to Skytrain nationarstadium using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium O O O
Which station do I change at when going from saradaeng BTS to the national stadium station ?,O O O O O O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
How do I commute from Skytrain chong nonsi to ratjadamri using BTS ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Ratchadamri O O O
Is there a transfer between nat stadium BTS stop and suracak BTS stop ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Surasak I-Surasak I-Surasak O
Is there a direct BTS line connecting BTS sayam and BTS CHONG NONSI ?,O O O O O O O B-Siam I-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How do I commute from ratchdamri station to surassak BTS stop using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak I-Surasak O O O
Does national sadium connect to BTS st. lewis ?,O B-National_Stadium I-National_Stadium O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How many minutes between Skytrain SAPHAN TAKSIN and siaom BTS stop by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam I-Siam O O O
What is the BTS route from Skytrain saphantaeksin to st. louis ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis O
What is the BTS route from syrasak BTS to radchadamri ?,O O O O O O B-Surasak I-Surasak O B-Ratchadamri O
Which interchange connects SIAM to Skytrain national sport stadium ?,O O O B-Siam O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
What is the fastest way to get from saphan takzin BTS stop to chong nonsi station by Skytrain ?,O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Which station do I change at when going from sanam keela BTS stop to Skytrain saphan taksen ?,O O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
What is the BTS route from saladang BTS stop to ratchadari BTS ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O
Which interchange connects sala deng to suracak BTS stop ?,O O O B-Sala_Daeng I-Sala_Daeng O B-Surasak I-Surasak I-Surasak O
Can I go from SIAM BTS to stadium national BTS stop without switching ?,O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Is it possible to travel from saint luis station to BTS nationarstadium without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium O O O
Does sala daeng BTS connect to Skytrain saphan taksin ?,O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
What is the BTS route from national studiam station to BTS siaj ?,O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
Can I ride BTS from raetchadamri BTS stop to safantaksin BTS directly ?,O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin O O
Which interchange connects saphataksin to chngn onsi station ?,O O O B-Saphan_Taksin O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
What is the BTS route from Skytrain siaam to BTS surasack ?,O O O O O O B-Siam I-Siam O B-Surasak I-Surasak O
Does BTS saphan taxin connect to suracak BTS ?,O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Surasak I-Surasak O
Is it possible to travel from Skytrain rachadumri to BTS siam without transfer ?,O O O O O O B-Ratchadamri I-Ratchadamri O B-Siam I-Siam O O O
Which interchange connects Skytrain saitlouis to Skytrain radchadamri ?,O O O B-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O
How many stations are between suriasak BTS and rautchadamri ?,O O O O O B-Surasak I-Surasak O B-Ratchadamri O
Which line should I take from sursak BTS to reach RATCHADAMRI ?,O O O O O O B-Surasak I-Surasak O O B-Ratchadamri O
Is there a transfer between sala dange station and chong nonsie station ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
How do I commute from BTS ratshadamri to chong nonsii station using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
